Restaurant,Address,Author_Name,Review,Anger,Fear,Joy,Sadness,Sentiment
The Flying Squirrel,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",xu zhong yu,Great food and service. A little pricey though,0.3285,0.2426,0.5051,0.3553,0.5491
WANTON - Seng's Noodle Bar,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Melissa Hie,"Food is good for lunch. The noodles is one of the best in town. But for dinner, they have a totally different menu it seems?",0.3283,0.2701,0.4811,0.3296,0.6531
Solo Ristorante,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",emmanuelle ropars,best italian restaurant in Singapore. Everything was delicious from beginning to the end. Food was cooked to perfection and wine selection was excellent. I would visit this place again.,0.3283,0.3117,0.5147,0.3664,0.5957
SINGKOBA,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Reggie W,Efficient service.Good value chigae set lunches at 9.90 or 12.90 (premium sets),0.3282,0.2834,0.4115,0.3475,0.561
Tandoori Culture,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",charita sarda,The best chola bhatura I have eaten in Singapore. Cost effective too,0.328,0.2722,0.4621,0.323,0.6174
Vietnamese Delight Pho 99,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Xavier M,"Food is ok, price is also ok, service could improve and bring the right dish but stills okey!",0.328,0.2665,0.44,0.3364,0.5723
Vietnamese Delight Pho 99,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Xavier M,"Food is ok, price is also ok, service could improve and bring the right dish but stills okey!",0.328,0.2665,0.44,0.3364,0.5723
SoupErich,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Leong Ling,"curry taste good but the chicken texture horrible. the saving grace, potatoes",0.3279,0.2356,0.4088,0.3223,0.5121
Noti Restaurant & Bar,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Rannajoy Roy,"Had a very nice Italian cuisine at Noti. Met the entire staff who were very friendly especially Tony who brought out the best Anti Pasti and we got a taste of some yummy Gnochhi and sample his mums recipe. We were served lovely wine to go with the food. Perfect place to bring your clients, guests and dates to. Please do ask the staff or Tony if you need help with the menu. Will be regular here.",0.3276,0.2872,0.4424,0.3051,0.6258
Ushidoki Wagyu Kaiseki,"3 Pickering St, Nankin St, #01-32/33 China Square Central, Singapore 048660",Ruth,"Delicious! Good beef quality! Small portion. Nice & quiet place. Expensive meal. Lunch 120++, Dinner 200-300++ per head.",0.3276,0.2204,0.527,0.3032,0.6468
Cheek Bistro,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Sean Wong,"Awesome service and superb delish food. Must trys...the lamb, ribeye, cauliflower grilled peppers and the waffle pate is simply amazing.",0.3275,0.3677,0.4786,0.3771,0.6091
fyr,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",K Yeo,"Chanced upon Fyr via TripAdvisor, and we decided to celebrate my boyfriend's birthday there. I can understand why the ratings are good. Nice ambience, delicious food, and great service! Also, special thanks to Sebastian, who was friendly and attentive.. it definitely made our dining experience very enjoyable. :)",0.3273,0.173,0.6907,0.2622,0.7732
Tandoori Culture,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Rajesh Agarwal,Good food. Great service.,0.3272,0.2716,0.5066,0.3675,0.5893
Blue Label Pizza & Wine,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Lim Jian Chuan,"Great service, excellent service recovery! There was a minor issue on our pizza and the staff handled it perfectly, got it changed immediately. Ambience was good too. The J-Dog pizza was delicious!",0.3272,0.2625,0.5252,0.3077,0.634
Urban Bites Restaurant,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Ayeshah Mirzha,"Super crowded for lunch and understandably so - food is really good. Personally loved the hummus, lamb and falafel. Starter platter has a good mix of items, but not enough bread to accompany it. You may want to add on some to finish up all the dips. Service was great overall, we had a bit of a rocky start when our group of 5 were only given 1 menu, but that was quickly rectified and the rest of the staff were excellent. I would say it's worth the slightly heftier price tag and I will happily return.",0.3271,0.2897,0.4822,0.3466,0.6108
Employees Only Singapore,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Audrey Liu,"Love the espresso martini here but price increased and so pricey to have a few drinks here now, also a lot more narrow and super crowded as compared to EO in Hong Kong",0.3271,0.3462,0.4456,0.2972,0.5791
The Market Grill,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Manuel Fragozo,"My burger patty was rare, so taking out that portion, it tasted quite good",0.327,0.2716,0.5439,0.3145,0.7072
Kimme,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Joey Boo,"I like the beef tartar, prawn capelini, beef tenderloin and the chawanmushi they served as first starter.. tried the white chocolate dessert with truffle oil, it was lovely too!!",0.3269,0.1688,0.4734,0.2142,0.641
Oven & Fried Chicken,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Chuckie Siow,This is the place to visit for Korean Fried Chicken. Oven baked chicken and rice coated fried chicken are the best. the Hoegaarden tasted a little diluted in this outlet though. Food- 4 stars. Drinks - 2 stars. Service - 3 stars,0.3267,0.286,0.4621,0.3077,0.5641
Original Chew Kee Eating House,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",carrot,Food arrived fast. I like the fuss free setting. The chicken beast meat is tender and juicy.,0.3266,0.2745,0.4517,0.3476,0.5413
My Awesome Cafe,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Jullian Jullian,Great foods. Bacon platters are amazing! The burger too. Superb service. Cute decor. Recommended for breakfast or brunch. Comes at least with 3 or 4 person party as the food portion can be a bit big.,0.3266,0.3121,0.5532,0.3049,0.6811
The Flying Squirrel,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Lynn Y,"Stumbled upon this cosy, quirkily named little restaurant by chance when looking for a place to have drinks. Serves Japanese-inspired cuisine - loved its fried gyoza.",0.3266,0.1897,0.5692,0.2251,0.7035
Basque Kitchen by Aitor,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Chong shing yee Shanice,Every single dish is superbly delicious! Service was excellent too! Worth the price.,0.3264,0.144,0.6073,0.3057,0.6759
Cheek Bistro,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Jer Lin Poh,Great food and wine list. My favorite dish is the waffle with liver parfait.Loved loved loved the Gut Oggau wine selection & Clai Ottencento Binjeli.,0.3264,0.1788,0.5869,0.2544,0.6995
Noti Restaurant & Bar,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Conrad Choco,"Noti is a special place with its charismatic and entertaining Italian Chef and owner Toni Rossetti. Great hospitality, food and drinks. Service is fast and friendly. Good place to hang out before clubbing",0.3264,0.2531,0.5247,0.3032,0.6461
Employees Only Singapore,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Daniel Liu,"Nice bar, food and atmosphere was good too. A little over priced, but the good service made you feel like a valued customer.",0.3263,0.2022,0.5778,0.3353,0.6191
Maggie Joan's,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Lu Zhan,"Very hidden door, if not lead by my friends I surely cannot find haha. Food's great, and very welcoming staffs. I especially enjoyed the dessert, dark chocolate mousse with pink peppercorn ice cream.",0.3263,0.2693,0.5838,0.2619,0.7419
L'Angelus,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",rob collins,Fabulous.. AS ALWAYS,0.3261,0.2735,0.5699,0.3885,0.6921
Noti Restaurant & Bar,"3 Pickering Street, #01-42,Nankin Row, Singapore 048660",Liam Keenan,"Decent little spot. Nothing fantastic. The food is solid if a little underwhelming. The service was good. The head chef was a really nice guy. The decor is nice too but the music playing in the background (sort of party/club music) really wasn't in fitting with the food and decor, it was strange/",0.3261,0.3225,0.4813,0.3428,0.5982
Dong Fang Hong Restaurant,"3 Stanley St, Singapore 068722",JONGHO CHOI,Good food!,0.3261,0.2803,0.4673,0.3487,0.5916
Tandoori Culture,"3 Stanley St, Singapore 068722",Jinuk Lee,A lucky find~ Food was delicious and service was great!,0.326,0.3029,0.5913,0.3052,0.6962
PUJIM BBQ,"3 Stanley St, Singapore 068722",Surya Koordi,Great food choices with premium meat offerings. The food is generally on the pricey range but well worth for what you paid for. Lovely place to come if you want to splurge a bit on good BBQ. Overall a nice experience.,0.326,0.275,0.4985,0.3453,0.6354
Original Chew Kee Eating House,"3 Stanley St, Singapore 068722",Tan Chai Xian,"Soy sauce chicken plus dumpling soup. Such a perfect combo. I would recommend all to try this during Singapore visit. The chicken has juices, silky tender meat and deep savory flavor of soy sauce. Dip it with spicy sauce provided for extra taste. The dumpling itself you can actually taste water chestnut in it. What a lovely combination. Honestly, as a Malaysian chicken rice lovers, I would rate this 10/10.",0.326,0.2082,0.5168,0.2203,0.6668
SUM YI TAI,"3 Stanley St, Singapore 068722",Haosheng Bian,"My friend Vincent booked the rooftop table at level 4, which is accessed through an elevator. The food there is Chinese Tapas, portion is small, and majority of the menu are finger food. However, you could still enjoy local specialty such as Fried carrot cake with beer and wine. The place is very crowded, surrounded by skyscrapers at CBD areas. It is full house on a week day night. Definitely worth a visit if you work nearby, and want to have a quick relaxing happy hours.",0.3259,0.2917,0.4563,0.3141,0.59
Burlamacco Ristorante,"3 Stanley St, Singapore 068722",James SJ Chew,"Excellent restaurant. Food is always excellent, wonderful ambience and service. Very friendly chef and staff. Has become one of our favourite restaurants and go-to for great Italian.",0.3259,0.2099,0.6224,0.2769,0.7459
SoupErich,"3 Stanley St, Singapore 068722",Salisa Niramansakul,Affordable price. Very tasty! Various choices of soup to choose. I recommend lotus root soup. Come with white rice or yam rice as optional. Side dishes are also available.,0.3259,0.2399,0.3787,0.2636,0.5591
Muchachos,"3 Stanley St, Singapore 068722",Jolene Yeo,Yes! Muchachos made me fall in love with Mexican food and i love their beef quesadilla with add-on guacamole! Portion size is more than decent and is very filling! Managed to visit their outlet and like the cosy vibes of the cafe - happy that we managed to get seats before the crowd started to come in after!,0.3255,0.251,0.6255,0.284,0.6607
Lai Huat Signatures,"3 Stanley St, Singapore 068722",Hwee Leong Koh,Good food good service.,0.3254,0.2725,0.4689,0.367,0.5427
SONS,"3 Stanley St, Singapore 068722",Suz,Great food and good service! I had the sea urchin pasta and it was cooked beautifully. The restaurant had a good vibe on a wed night that wasn't overly crowded. Nice place to catch up with a friend over a lovely meal,0.3254,0.2665,0.5829,0.3033,0.6626
Preludio,"3 Stanley St, Singapore 068722",Ben Ny,Amazing fine dining place. Fernando gave us the opportunity to enjoy an original culinary journey. The wine selection is a real exotic trip in itself.,0.3253,0.2647,0.6697,0.2271,0.7607
Pagi Sore,"3 Stanley St, Singapore 068722",Ivan Ho,Authentic Indonesian cuisine serve in the most authentic Indonesian style. Any authentic some may argue u may need to fly there to have it. Pricing is affordable and selection of spread is wide. Recommend to go for the buffet as it has the widest spread for the price.,0.3252,0.2786,0.407,0.2897,0.5906
Sun King Ryoriya,"3 Stanley St, Singapore 068722",Angela Lin,Nice food!,0.3251,0.2584,0.4596,0.3427,0.588
Park Bench Deli,"3 Stanley St, Singapore 068722",Amber Zhong,Quick grab lunch turned out to be full of surprise. The indoor deco and open kitchen give the feel of sandwich place in US. Fried chicken burger is juicy and rich flavor with teriyaki like sauce. Very big portion.,0.3247,0.3069,0.4708,0.3348,0.5724
Claypots Full Circle,"3 Stanley St, Singapore 068722",Jr Teo,"Amazing fresh seafood, their sambal is very unique and goes extremely well with the paired seafood.",0.3246,0.2077,0.647,0.2935,0.7281
Grain Traders,"3 Stanley St, Singapore 068722",martiong,"Very tasty, yet healthy food. Only downside is it's rather pricey at about 19.50 for a rich salad + water. Would recommend though.",0.3244,0.2764,0.4228,0.3564,0.5405
SINGKOBA,"3 Stanley St, Singapore 068722",Alvin Cheng,I highly recommend. Thank you,0.3242,0.2512,0.6627,0.3537,0.6974
Fotia,"3 Stanley St, Singapore 068722",Yoram Cisinski,"Relaxed atmosphere, nice setting and the staff is really taking great care. Not too crowded early in the week. Portions are large, highly recommend the lamb and tarama.",0.3241,0.3771,0.5663,0.3045,0.6417
YinJi Singapore,"3 Stanley St, Singapore 068722",EL,Decent place and porridge,0.3241,0.2944,0.4125,0.393,0.4566
Magal BBQ,"3 Stanley St, Singapore 068722",Albert Martâˆšâ‰ nez,Very good food and friendly staff,0.3239,0.2752,0.5307,0.3514,0.5968
Botan,"30 Stanley St, Singapore 068739",KT P,"My go to place when I want Japanese food. Great quality, good price, decent portions, excellent service.",0.3239,0.2082,0.5494,0.2893,0.6663
Telok Ayer Arts Club,"30 Stanley St, Singapore 068739",Shaun Marcus Lee,Nice ambience,0.3238,0.3283,0.4578,0.3709,0.5876
Katanashi,"30 Stanley St, Singapore 068739",Michelle Teo,service is good and brisk. happy hour for beer is cheap (about $5). food is delicious and has a big variety. what's not to like? I would definitely return if I'm in the area.,0.3237,0.2712,0.5252,0.3063,0.6255
Hyang Yeon Restaurant,"30 Stanley St, Singapore 068739",felicia thenardijaya,Food always yummy. Always crowded but service was good despite of the crowds. Weekday lunch package is worth it.,0.3236,0.2765,0.552,0.3811,0.6303
MOJO,"30 Stanley St, Singapore 068739",Nicole Chong,Had the Japanese curry and beef bowl but requested for the curry to be changed to teriyaki sauce. It was just as good! Loved every bite of it :),0.3236,0.1827,0.5564,0.2356,0.7059
Caffe B,"30 Stanley St, Singapore 068739",Wm Emery,"Tasty food, reasonable prices. Wonderful staff.",0.3236,0.2833,0.5194,0.3623,0.6677
Magal BBQ,"30 Stanley St, Singapore 068739",Ronnique Garcia,"Had lunch here with my colleagues and the staff and service is really great. The food is great too! My colleagues shared the kimchi soup and they really liked it. I had the Beef stake on hotplate, the beef was really soft and it taste good. Great lunch!",0.3235,0.2405,0.6073,0.2585,0.7168
Noti Restaurant & Bar,"30 Stanley St, Singapore 068739",Aaron Gerard,An amazing place with extraordinary cuisine...,0.3235,0.243,0.6461,0.3305,0.7648
Nouri,"30 Stanley St, Singapore 068739",Jacus Long,Decent and Casual environment. Lacks clarity of taste and identity. Not quite Asia 50 really.,0.3235,0.3065,0.29,0.3692,0.5073
Katanashi An,"30 Stanley St, Singapore 068739",Ernest Aw,Loved it. The whole experience was amazing. Try it for yourself! A little taste of Japan in Singapore :),0.3233,0.2634,0.6454,0.2556,0.7452
Maggie Joan's,"30 Stanley St, Singapore 068739",Ishleen Sethi,Really good food and service!,0.3233,0.2218,0.531,0.3731,0.5607
GAIG RESTAURANT,"30 Stanley St, Singapore 068739",G Y,"We had totally enjoyed the meal at Gaig, loved the variety of dishes and how flavours come together well. We especially lived the short noodle paella that reminded us of what we had in Barcelona.",0.3233,0.2388,0.6109,0.2829,0.7007
Solo Ristorante,"30 Stanley St, Singapore 068739",Carl Ward,Great food and friendly service,0.3233,0.2462,0.5479,0.3513,0.5811
Mapo Galmaegi Korean Restaurant (Magal BBQ),"30 Stanley St, Singapore 068739",Joel Ong,This is really good!,0.3232,0.3685,0.5656,0.3371,0.6521
SoupErich,"30 Stanley St, Singapore 068739",Cher Kee Andy Ho,"Had the radish soup with chicken curry on rice for $7. The soup came with carrots, 2 pieces of fishball with some garlic-tasting filling inside and a few pieces of meaty pork ribs. Very enjoyable, especially the chicken curry!",0.3232,0.2033,0.5472,0.2706,0.6213
The Market Grill,"30 Stanley St, Singapore 068739",Ben Lin,"This restaurant is a bistro style one that served crispy stuff which is a very good match to beers, such as pig ears and little silver fish. Main dishes like beef steak and pork n lamb chop are so delicious, tender and juicy. This time we ordered a famous starter, seafood tower, its prawn and lobster are so fresh and yummy.",0.3231,0.2253,0.5037,0.2629,0.6447
Dal-In 2 Korean Restaurant,"30 Stanley St, Singapore 068739",Joo Jin Teng,food is nice and service is prompt,0.323,0.275,0.4619,0.4305,0.5353
Maggie Joan's,"30 Stanley St, Singapore 068739",Xiyao Wang,"Simple and not bad, drinks not so good though.",0.323,0.2963,0.3191,0.4214,0.4951
Chong Wen Ge Cafe,"30 Stanley St, Singapore 068739",Juliana Tang,Fantastic ambience. Transports you back in time. Friendly staff too.,0.323,0.2671,0.6043,0.3287,0.6318
Blue Label Pizza & Wine,"30 Stanley St, Singapore 068739",Nadia Rahmat,"Lovely spot on Ann Siang Hill! Good quality pizzas and my favourite kind too, crust is not heavy and we wolfed down 2 pizzas easy among 4 people. The wings are a must to order, have it with buffallo dip, HEAVEN. We also ordered the Kale ""Waldorf"" Salad which was a nice starter. The restaurant was super kind to have also arranged for a surprise dessert (the soft serve) for my partner as we were celebrating his birthday. Thank you for the lovely service team, we'll definitely be back for more!",0.3229,0.2831,0.5242,0.2689,0.6778
Guo Fu Hotpot Steamboat,"34 Mosque St, Singapore 059512",angelin teo,Good service. Great food. Reasonable price. Best to call to book table. Soup is delicious.,0.3228,0.1991,0.5612,0.3128,0.6845
Manna Korean Restaurant,"34 Mosque St, Singapore 059512",Winston Yao,Authentic Korean restaurant. Favourite thing about it is how spacious it is inside. Cold buckwheat noodles are great too.,0.3226,0.2892,0.4619,0.3232,0.5979
Raku Raku Japanese Dining Stanley,"34 Mosque St, Singapore 059512",kelvin cheng,Nice food with great service at an affordable price,0.3226,0.2421,0.5106,0.3293,0.5901
Moosehead,"34 Mosque St, Singapore 059512",TheFitnessTheory,Went for a quick lunch - The burger is outstanding and the quinoa bowl with spicy tuna equally good (although the portion was a bit small). Will visit again for dinner very soon!,0.3226,0.3374,0.4978,0.3692,0.6182
PUJIM BBQ,"34 Mosque St, Singapore 059512",Jean Goh,Love this Korean BBQ restaurant! Great hospitality from the staff who attend to us. We enjoyed the luxury of being served the BBQ food as it is grilled right in front of us by the staff. The charcoal is burned at a very beautiful golden colour which able to grill the pork perfectly! The char grilled pork is of Good quality! We enjoy the food very much!,0.3225,0.2442,0.6086,0.2245,0.7135
Pagi Sore,"34 Mosque St, Singapore 059512",Anthony Lee,Good Indonesia food.,0.3224,0.2996,0.4381,0.3701,0.5948
Koji Sushi Bar,"34 Mosque St, Singapore 059512",Hui Leng choo,"the century egg tofu is a must try.. the sashimi rice bowl used to taste better but still good, though maybe not as nice as teppei.. service good and prompt..",0.3223,0.2369,0.4669,0.2812,0.6575
Magal BBQ,"34 Mosque St, Singapore 059512",Tony Chan,Good Korean BBQ A La Carte restaurant. Good quality meats and also pay slightly more premium. Great variety of banchan dishes!,0.3218,0.1635,0.5061,0.225,0.6703
Bumbu,"34 Mosque St, Singapore 059512",R4veZer0,"Pretty good halal restaurant but if you are going here, just know the price is high because it's meant to be for groups.",0.3217,0.2794,0.3847,0.3233,0.5864
Cheek Bistro,"34 Mosque St, Singapore 059512",Tai Yossiree,Interesting and unique dish. Lamb ribs was amazing. Worth the price. And the staffs were very attentive.,0.3215,0.2931,0.5498,0.3138,0.724
PUJIM BBQ,"34 Mosque St, Singapore 059512",Valeri Deassy,"Really nice banchan.. like the kimchi, sausage, and anchovies. Ordered sundubu jjigae.. it was good and so comforting. I recommend this korean restaurant. :)",0.3215,0.2091,0.5506,0.2586,0.7383
Burlamacco Ristorante,"34 Mosque St, Singapore 059512",Thomas Chia,The food is decent. The restaurant has a very nice ambience with friendly staff.,0.3214,0.2502,0.5299,0.3215,0.621
Employees Only Singapore,"34 Mosque St, Singapore 059512",Ali Matlock,One of the best bar crews on earth. Easy to mingle and meet in large part bc the staff is so awesome. Exclusive... dress well... standard old school pop hits... beautiful people,0.3213,0.2948,0.5377,0.3125,0.6823
Ushidoki Wagyu Kaiseki,"34 Mosque St, Singapore 059512",Hamin Abdullah,Awesome chef. Food is as food as it gets and menu is creative even though you are eating mostly waygu. Highly recommend,0.3213,0.151,0.541,0.3085,0.6674
Oven & Fried Chicken,"34 Mosque St, Singapore 059512",Michelle Tan,The surprisingly nice dish of the night went to the YOGURT CHICKEN! That one was good. It came with icecream too. Lol,0.3213,0.3966,0.5622,0.4521,0.7171
Lerouy,"34 Mosque St, Singapore 059512",Katherine Gou,Awesome experience. Fine dining at its creative best in a casual setting. Very value for money given the quality of food served. Menus change regularly. Head on down during Sat lunch for the most bang for buck! Cheerios!,0.3212,0.2621,0.5192,0.2857,0.6585
Fotia,"34 Mosque St, Singapore 059512",Chin Tah Ang,"Pictures aren't great but the food was - we had the kebabs, eggplant and the dip. All were superb. We couldn't make up our minds as to which dip was the best, so going for the platter is a good strategy. Would definitely come back again. Coffee was different but we liked it.",0.3212,0.2999,0.4887,0.3375,0.6621
Maggie Joan's,"34 Mosque St, Singapore 059512",Jeen Lin Ng,"Love this hidden little gem. Business set lunch 2 courses 36++ and 3 courses 42++ is supreme value, with a nice quiet and intimate setting for conversation. Plus super attentive service too.",0.3208,0.2145,0.5336,0.3035,0.6276
Tandoori Culture,"34 Mosque St, Singapore 059512",vishesh chandola,"Food is really good, but too much artificial color put in it. Good for eating sometimes but in the long run could be unhealthy.",0.3208,0.3619,0.3897,0.4092,0.479
Chengdu,"34 Mosque St, Singapore 059512",Adrian Valderama,Very accommodating staff and the food is value for money if you are in with spicy.,0.3207,0.2385,0.3898,0.3381,0.5424
Basque Kitchen by Aitor,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Eats More Fun,"The Damage (no drinks): S$350-450 for two. Hip eatery in the CBD that focuses on Basque cuisine. We loved the Red Mullet. Mostly degustation offerings and a nice Spanish wine list. Degustation offerings may change but highlights of our meal includes: Charcoal Grilled Tenderloin, Japanese Melon, Smoked Pear Jus, Red Mullet in Mullet Bisque",0.3206,0.2898,0.4136,0.2003,0.6374
Bumbu,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Coco Caramel,Nice ambience. Food is not bad. Will come back.,0.3202,0.3063,0.3213,0.4502,0.435
Bumbu,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Coco Caramel,Nice ambience. Food is not bad. Will come back.,0.3202,0.3063,0.3213,0.4502,0.435
Maggie Joan's,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Patrick Hanna,"Nice restaurant with good food selection, good drinks list and good service. Food is well prepared and fresh, and reasonably priced. The restaurant is small, so it is best to make a reservation.",0.3201,0.2451,0.5911,0.3202,0.7222
Cheek Bistro,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Andrew McCarthy,"Our second time visiting the refurbished bistro and continues to impress. Menu is perfect for sharing; lamb ribs, burrata and cauliflower dishes were refined and extremely good. A bit of a hidden gem in Singapore, well priced, great personal service touches and nice ambiance. Recommend sitting at the bar if you're a bit of a foodie !",0.3198,0.2217,0.6147,0.2435,0.7121
Grain Traders,"37 Pekin St, #01-01 Far East Square, Singapore 048767",AD C,Great food - good healthy eating options. Good service too. Not cheap but overall worth the price based on quality and convenience,0.3194,0.2332,0.4605,0.3443,0.5609
Tandoori Culture,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Thomas Waechter,"Coming here since 3 years, they always deliver decent food for good value for money. One of my favourite Indian restaurants in SG.",0.3194,0.2309,0.4362,0.317,0.669
Bar-A-Thym Restaurant by Francois Mermilliod,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Laurent Bertrand,"Can't miss the great food, friendly and knowledgeable staff as well as the fantastic deserts. Love the place.",0.3193,0.2591,0.6482,0.3069,0.6579
Dal-In 2 Korean Restaurant,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Penny Hu,Very nice food!,0.3193,0.2301,0.5087,0.3271,0.599
Bochinche Restaurant,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Laetitia Magentie,The food was good but way to pricey for an afterwork dinner.,0.3187,0.2847,0.4407,0.3656,0.5896
Dal In Restaurant,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Hunter Morgan,I thought I didn't like kimchi until a Korean friend took me here. This place has some amazing food at great prices considering the location. This is the best Korean restaurant in Singapore!,0.3186,0.3487,0.5448,0.3025,0.6766
Guo Fu Hotpot Steamboat,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Luwen Peck,Service was very fast and the staffs were nice and friendly,0.3185,0.3007,0.4342,0.3884,0.5425
Botan,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Robert Csenar,Good Japanese experience. Dinner sets are very generous and good variety of food! Recommended!,0.3185,0.34,0.4611,0.4453,0.758
Gayatri Resturant,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Myo Min Swe,"Very tasty authentic Indian dished, and reasonably priced, freshly make.",0.3185,0.2424,0.4329,0.3028,0.6058
Hyang Yeon Restaurant,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Joelle Liw,Good Korean food and decent pricing. Very busy lunch crowd. Reservation available.,0.3184,0.2206,0.4307,0.2953,0.6009
Le Binchotan,"37 Pekin St, #01-01 Far East Square, Singapore 048767",erica ren,Very unique and tasty desserts. Tried Jasmine very good. Pastry Chef is handsome and friendly.,0.3184,0.1808,0.5913,0.2702,0.7397
No Menu Restaurant,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Siddharth Biswas,Great food and impeccable service. Highly recommend the tagliatelle with pork ragu.,0.3182,0.1574,0.5862,0.2536,0.6554
Swee Kee Eating House,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Shay Seng,The prawn paste chicken was great. Fish soup was tasty but a little thin.,0.3182,0.2024,0.4713,0.244,0.6112
The Market Grill,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Taylor Womack,Best burger I've had in Singapore! It was perfect. The fries were nicely crisped as well. I would happily go back!,0.3181,0.2668,0.5717,0.2919,0.6701
Oven & Fried Chicken,"37 Pekin St, #01-01 Far East Square, Singapore 048767",Zhi Xiong Yong,Excellent Korean fried chicken at a reasonable price. Recommend trying the spicy chicken. The sauce was really good,0.3179,0.1797,0.5007,0.2381,0.6438
Cloudstreet,"4 Stanley St, Singapore 068723",Clara Ng,"Wow, wow, wow - came here for dinner tonight, to celebrate my Husband's birthday. Every mouthful was full of flavour and surprise - great ambiance, service, song choice, vibe and everything else! We had the non-alcoholic pairing and it was the best decision - I love the bread! P.s. Many thanks to Shah (one of the chefs), we were having a tough week at work and your presence+smile+ introduction of each meal made everything better! Thanks to the team at Cloudstreet - truly memorable!!",0.3177,0.1791,0.7543,0.2635,0.7468
Cloudstreet,"4 Stanley St, Singapore 068723",Clara Ng,"Wow, wow, wow - came here for dinner tonight, to celebrate my Husband's birthday. Every mouthful was full of flavour and surprise - great ambiance, service, song choice, vibe and everything else! We had the non-alcoholic pairing and it was the best decision - I love the bread! P.s. Many thanks to Shah (one of the chefs), we were having a tough week at work and your presence+smile+ introduction of each meal made everything better! Thanks to the team at Cloudstreet - truly memorable!!",0.3177,0.1791,0.7543,0.2635,0.7468
Telok Ayer Arts Club,"4 Stanley St, Singapore 068723",yx Tan,The chili crab sliders were really mediocre; you can taste the sweet chili sauce they used came out of a bottle,0.3177,0.2159,0.4491,0.2353,0.5582
SONS,"4 Stanley St, Singapore 068723",Botelho Oldenaw,Great place for an Italian food. Service is great. Staff are so attentive. Great for family gathering/group gathering.,0.3176,0.2422,0.6045,0.2941,0.6783
Freehouse,"4 Stanley St, Singapore 068723",Shao Wei,I found it a little too pricey but nice place to chill,0.3176,0.3336,0.4258,0.3357,0.5332
Caffe B,"4 Stanley St, Singapore 068723",Dennis Liau,Nice ambiance nice food nice service,0.3175,0.2564,0.4859,0.3455,0.5925
Shukuu Japanese Izakaya and Sake Bar,"4 Stanley St, Singapore 068723",Pek Lian Ng,It is a great place with good ambience. The staff are also friendly. The food offered was unique. I tried the sake-cooked oysters and chef's recommended tempura. The taste of the oysters is unique while the selection of tempura is vast.,0.3175,0.2841,0.5194,0.308,0.6654
Kitchen by Food Rebel,"4 Stanley St, Singapore 068723",Shikhar Swarup,Good food! Ordered the spicy chicken sandwich which was quite satisfying. Slightly expensive ~$18-20 for lunch. The vegan Buddha bowl.looked pretty good too.,0.3175,0.2473,0.5874,0.2929,0.6589
